Season,Datetime,Div,Country,League,Referee,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,B365H,B365D,B365A,LBH,LBD,LBA,BWH,BWD,BWA
2018/2019,2018-09-23 00:00:00,SP1,Spain,La Liga Primera Division,,Villarreal,Valencia,0,0,D,0,0,D,2.31,3.44,3.26,2.25,3.25,3.3,,,,2.35,3.4,3.0
2018/2019,2018-09-22 17:00:00,RUS,Russia,Premier League,,FK Rostov,Ufa,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-22 01:00:00,MEX,Mexico,Liga MX,,Monarcas,U.N.A.M.- Pumas,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-22 00:00:00,E1,England,Championship,S Martin,Ipswich,Bolton,0,0,D,0,0,D,1.97,3.42,4.37,2.0,3.4,4.33,,,,1.9,3.4,4.2
2018/2019,2018-09-22 00:00:00,E1,England,Championship,S Hooper,Middlesbrough,Swansea,0,0,D,0,0,D,1.67,3.93,5.68,1.7,3.8,5.75,,,,1.67,3.7,5.25
2018/2019,2018-09-22 00:00:00,E0,England,Premier League,A Marriner,Crystal Palace,Newcastle,0,0,D,0,0,D,2.18,3.38,3.77,2.14,3.4,3.75,,,,2.15,3.3,3.6
2018/2019,2018-09-22 00:00:00,B1,Belgium,Jupiler League,,Lokeren,Mouscron,0,0,D,0,0,D,2.1,3.36,3.69,2.04,3.6,3.4,,,,2.05,3.5,3.6
2018/2019,2018-09-22 00:00:00,E3,England,League 2,P Marsden,Northampton,Notts County,0,0,D,0,0,D,2.05,3.64,3.56,1.95,3.75,4.0,,,,1.91,3.6,3.7
2018/2019,2018-09-22 00:00:00,E2,England,League 1,S Stockbridge,Blackpool,Luton,0,0,D,0,0,D,2.95,3.57,2.35,3.0,3.4,2.5,,,,3.1,3.1,2.35
2018/2019,2018-09-22 00:00:00,SC1,Scotland,Division 1,W Collum,Ross County,Inverness C,0,0,D,0,0,D,2.01,3.56,3.87,1.95,3.5,3.8,,,,2.0,3.25,3.3
2018/2019,2018-09-22 00:00:00,P1,Portugal,Liga I,,Maritimo,Belenenses,0,0,D,0,0,D,1.97,3.33,4.35,1.95,3.3,4.0,,,,1.95,3.25,4.0
2018/2019,2018-09-22 00:00:00,F1,France,Le Championnat,,Angers,Toulouse,0,0,D,0,0,D,2.2,3.36,3.61,2.14,3.2,3.6,,,,2.2,3.2,3.5
2018/2019,2018-09-22 00:00:00,F1,France,Le Championnat,,Reims,Dijon,0,0,D,0,0,D,2.17,3.44,3.6,2.04,3.3,3.8,,,,2.2,3.25,3.5
2018/2019,2018-09-22 00:00:00,SC0,Scotland,Premier League,D Robertson,Hearts,Livingston,0,0,D,0,0,D,1.49,4.56,7.28,1.44,4.2,8.0,,,,1.48,4.2,6.5
2018,2018-09-21 16:30:00,FIN,Finland,Veikkausliiga,,SJK,Lahti,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-21 00:00:00,T1,Turkey,Futbol Ligi 1,,Bursaspor,Buyuksehyr,0,0,D,0,0,D,3.63,3.23,2.21,3.4,3.3,2.14,,,,3.4,3.1,2.15
2018/2019,2018-09-21 00:00:00,D1,Germany,Bundesliga 1,,Stuttgart,Fortuna Dusseldorf,0,0,D,0,0,D,1.78,3.84,4.81,1.72,3.6,5.25,,,,1.72,3.7,5.0
2018/2019,2018-09-21 00:00:00,F2,France,Division 2,,Lorient,Clermont,0,0,D,0,0,D,1.79,3.51,5.19,1.72,3.4,5.25,,,,1.78,3.25,4.75
2018/2019,2018-09-21 00:00:00,F2,France,Division 2,,Auxerre,Ajaccio,0,0,D,0,0,D,1.91,3.34,4.71,1.9,3.1,4.5,,,,1.91,3.25,4.0
2018/2019,2018-09-19 00:00:00,E1,England,Championship,G Ward,Sheffield United,Birmingham,0,0,D,0,0,D,1.9,3.44,4.69,1.85,3.6,4.75,,,,1.87,3.4,4.4
2018/2019,2018-09-18 00:00:00,E1,England,Championship,D England,Derby,Blackburn,0,0,D,0,0,D,2.28,3.22,3.57,2.25,3.3,3.6,,,,2.1,3.3,3.5
2018,2018-09-17 18:00:00,SWE,Sweden,Allsvenskan,,Kalmar,Dalkurd,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-17 00:00:00,D2,Germany,Bundesliga 2,,Magdeburg,Bielefeld,0,0,D,0,0,D,2.39,3.27,3.15,2.3,3.3,3.1,,,,2.4,3.3,2.9
2018,2018-09-16 20:00:00,BRA,Brazil,Serie A,,Santos,Sao Paulo,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-09-16 20:00:00,BRA,Brazil,Serie A,,Cruzeiro,Atletico-MG,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-09-16 17:00:00,NOR,Norway,Eliteserien,,Tromso,Stabaek,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-09-16 01:00:00,USA,USA,MLS,,FC Dallas,Columbus Crew,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-16 00:00:00,F1,France,Le Championnat,,Nantes,Reims,0,0,D,0,0,D,1.93,3.67,4.21,1.9,3.25,4.33,,,,1.95,3.3,4.25
2018/2019,2018-09-15 21:45:00,ARG,Argentina,Primera Division,,Belgrano,Newells Old Boys,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-15 00:00:00,E1,England,Championship,S Duncan,Swansea,Nott'm Forest,0,0,D,0,0,D,2.25,3.39,3.45,2.3,3.4,3.4,,,,2.25,3.25,3.2
2018/2019,2018-09-15 00:00:00,SP1,Spain,La Liga Primera Division,,Valencia,Betis,0,0,D,0,0,D,1.75,4.06,4.72,1.75,3.75,4.75,,,,1.75,3.9,4.5
2018/2019,2018-09-15 00:00:00,E2,England,League 1,D Webb,Wycombe,Oxford,0,0,D,0,0,D,2.31,3.58,3.11,2.3,3.5,3.3,,,,2.2,3.3,3.2
2018/2019,2018-09-15 00:00:00,B1,Belgium,Jupiler League,,Standard,Charleroi,0,0,D,0,0,D,1.57,4.14,6.1,1.55,3.8,6.5,,,,1.6,4.1,5.5
2018/2019,2018-09-15 00:00:00,B1,Belgium,Jupiler League,,Waasland-Beveren,Eupen,0,0,D,0,0,D,2.35,3.69,2.92,2.2,3.5,3.1,,,,2.25,3.5,3.1
2018/2019,2018-09-15 00:00:00,E3,England,League 2,B Huxtable,Cheltenham,Crewe,0,0,D,0,0,D,2.28,3.63,3.13,2.37,3.4,3.25,,,,2.25,3.25,3.1
2018/2019,2018-09-15 00:00:00,SC1,Scotland,Division 1,S McLean,Queen of Sth,Ross County,0,0,D,0,0,D,3.25,3.52,2.27,3.25,3.3,2.2,,,,3.0,3.25,2.15
2018/2019,2018-09-15 00:00:00,SC1,Scotland,Division 1,M Roncone,Dunfermline,Alloa,0,0,D,0,0,D,1.53,4.36,6.57,1.5,4.33,6.0,,,,1.45,3.8,6.25
2018/2019,2018-09-14 00:00:00,SC0,Scotland,Premier League,A Dallas,St Mirren,Celtic,0,0,D,0,0,D,17.83,7.55,1.19,15.0,6.5,1.18,,,,13.0,6.5,1.19
2018/2019,2018-09-14 00:00:00,F2,France,Division 2,,Ajaccio,Paris FC,0,0,D,0,0,D,2.67,2.73,3.38,2.62,2.87,3.0,,,,2.5,2.85,3.0
2018,2018-09-09 20:00:00,BRA,Brazil,Serie A,,America MG,Ceara,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-09 00:00:00,SP2,Spain,La Liga Segunda Division,,Cordoba,Alcorcon,0,0,D,0,0,D,2.55,2.91,3.29,2.4,2.9,3.3,,,,2.5,2.85,3.25
2018,2018-09-08 20:00:00,BRA,Brazil,Serie A,,Sport Recife,Cruzeiro,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-08 00:00:00,E2,England,League 1,M Salisbury,Bristol Rvs,Plymouth,0,0,D,0,0,D,1.86,3.72,4.39,1.9,3.8,4.2,,,,1.85,3.6,4.0
2018/2019,2018-09-08 00:00:00,EC,England,Conference,L Doughty,Chesterfield,Dover Athletic,0,0,D,0,0,D,1.77,3.67,5.13,1.72,3.75,4.5,,,,1.72,3.5,4.5
2018/2019,2018-09-08 00:00:00,EC,England,Conference,P Howard,Eastleigh,Fylde,0,0,D,0,0,D,2.8,3.67,2.48,2.87,3.4,2.37,,,,2.7,3.4,2.35
2018,2018-09-06 23:00:00,BRA,Brazil,Serie A,,Santos,Gremio,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-09-06 23:00:00,BRA,Brazil,Serie A,,Fluminense,Vitoria,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-04 00:00:00,EC,England,Conference,D Bourne,Hartlepool,Barrow,0,0,D,0,0,D,1.98,3.79,3.78,1.9,3.75,3.75,,,,2.0,3.3,3.5
2018/2019,2018-09-04 00:00:00,EC,England,Conference,J Hull,Wrexham,Halifax,0,0,D,0,0,D,2.04,3.44,3.97,1.95,3.4,3.9,,,,2.0,3.3,3.5
2018,2018-09-02 23:00:00,BRA,Brazil,Serie A,,Cruzeiro,Internacional,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-02 21:45:00,ARG,Argentina,Primera Division,,Colon Santa FE,Union de Santa Fe,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-02 17:00:00,RUS,Russia,Premier League,,Zenit,Spartak Moscow,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-02 17:00:00,POL,Poland,Ekstraklasa,,Cracovia,Legia,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-02 12:00:00,RUS,Russia,Premier League,,Yenisey,Arsenal Tula,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-09-02 11:00:00,IPN,Japan,J-League,,FC Tokyo,Sagan Tosu,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-02 11:00:00,DNK,Denmark,Superliga,,Odense,Nordsjaelland,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-02 00:00:00,I1,Italy,Serie A,,Chievo,Empoli,0,0,D,0,0,D,2.45,3.25,3.22,2.3,3.2,3.3,,,,2.4,3.1,3.2
2018/2019,2018-09-02 00:00:00,F1,France,Le Championnat,,St Etienne,Amiens,0,0,D,0,0,D,1.65,3.85,6.32,1.61,3.75,6.0,,,,1.62,3.75,6.0
2018/2019,2018-09-02 00:00:00,D2,Germany,Bundesliga 2,,Sandhausen,Union Berlin,0,0,D,0,0,D,2.71,3.1,2.87,2.5,3.2,2.8,,,,2.6,3.2,2.75
2018/2019,2018-09-01 16:30:00,ROU,Romania,Liga 1,,Astra,FC Voluntari,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-01 00:00:00,SC3,Scotland,Division 3,J McKendrick,Queens Park,Cowdenbeath,0,0,D,0,0,D,1.79,4.14,4.11,1.75,3.8,4.33,,,,1.8,3.7,3.5
2018/2019,2018-09-01 00:00:00,E1,England,Championship,J Simpson,Birmingham,QPR,0,0,D,0,0,D,2.0,3.44,4.25,2.0,3.5,4.2,,,,1.95,3.5,3.8
2018/2019,2018-09-01 00:00:00,EC,England,Conference,,Dag and Red,Salford,0,0,D,0,0,D,3.56,3.89,1.99,3.75,3.6,1.9,,,,3.2,3.5,2.05
2018/2019,2018-09-01 00:00:00,G1,Greece,Ethniki Katigoria,,Atromitos,Xanthi,0,0,D,0,0,D,,,,1.75,3.3,5.25,,,,1.75,3.5,5.25
2018/2019,2018-09-01 00:00:00,E2,England,League 1,L Swabey,Walsall,Blackpool,0,0,D,0,0,D,2.32,3.41,3.17,2.37,3.3,3.3,,,,2.35,3.3,2.9
2018/2019,2018-09-01 00:00:00,P1,Portugal,Liga I,,Belenenses,Setubal,0,0,D,0,0,D,2.35,3.29,3.3,2.4,3.1,3.1,,,,2.2,3.25,3.25
2018/2019,2018-08-31 18:00:00,DNK,Denmark,Superliga,,Horsens,Vejle,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-31 00:00:00,D1,Germany,Bundesliga 1,,Hannover,Dortmund,0,0,D,0,0,D,5.44,4.25,1.65,5.5,4.33,1.57,,,,5.5,4.33,1.57
2018/2019,2018-08-31 00:00:00,SP1,Spain,La Liga Primera Division,,Getafe,Valladolid,0,0,D,0,0,D,1.93,3.18,5.22,1.9,3.2,4.75,,,,1.85,3.25,5.0
2018/2019,2018-08-31 00:00:00,E1,England,Championship,T Robinson,Leeds,Middlesbrough,0,0,D,0,0,D,2.26,3.41,3.46,2.2,3.5,3.5,,,,2.2,3.4,3.3
2018/2019,2018-08-27 16:00:00,ROU,Romania,Liga 1,,FC Botosani,Sepsi Sf. Gheorghe,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-27 00:00:00,ARG,Argentina,Primera Division,,Huracan,Boca Juniors,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-27 00:00:00,EC,England,Conference,A Miller,Fylde,Harrogate,0,0,D,0,0,D,2.12,3.51,3.64,2.1,3.5,3.3,,,,1.95,3.3,3.6
2018/2019,2018-08-27 00:00:00,F2,France,Division 2,,Valenciennes,Ajaccio GFCO,0,0,D,0,0,D,2.11,3.16,3.97,2.1,3.1,3.75,,,,1.95,3.25,3.9
2018,2018-08-26 20:00:00,BRA,Brazil,Serie A,,Internacional,Palmeiras,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-26 16:00:00,AUT,Greece,Bundesliga,,Admira,Mattersburg,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-26 16:00:00,ROU,Romania,Liga 1,,Gaz Metan Medias,CFR Cluj,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-26 11:00:00,IPN,Japan,J-League,,Shonan,FC Tokyo,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-26 00:00:00,ARG,Argentina,Primera Division,,River Plate,Argentinos Jrs,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-26 00:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Villarreal,0,0,D,0,0,D,1.79,3.98,4.7,1.72,4.2,4.33,,,,1.72,3.9,4.75
2018/2019,2018-08-26 00:00:00,N1,Netherlands,Eredivisie,,AZ Alkmaar,Vitesse,0,0,D,0,0,D,1.7,4.56,4.27,1.66,4.0,4.75,,,,1.72,4.0,4.5
2018/2019,2018-08-26 00:00:00,D2,Germany,Bundesliga 2,,Regensburg,Holstein Kiel,0,0,D,0,0,D,2.79,3.51,2.5,2.7,3.4,2.5,,,,2.75,3.3,2.55
2018/2019,2018-08-26 00:00:00,I1,Italy,Serie A,,Frosinone,Bologna,0,0,D,0,0,D,3.2,3.38,2.4,3.3,3.0,2.4,,,,3.1,3.25,2.4
2018/2019,2018-08-25 16:00:00,AUT,Greece,Bundesliga,,St. Polten,Austria Vienna,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-25 15:00:00,FIN,Finland,Veikkausliiga,,Inter Turku,Rovaniemi,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-25 15:00:00,FIN,Finland,Veikkausliiga,,PS Kemi,SJK,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-25 00:00:00,E2,England,League 1,A Coggins,Charlton,Fleetwood Town,0,0,D,0,0,D,2.36,3.09,3.39,2.4,3.2,3.4,,,,2.25,3.1,3.25
2018/2019,2018-08-25 00:00:00,SP2,Spain,La Liga Segunda Division,,Reus Deportiu,Zaragoza,0,0,D,0,0,D,3.57,3.1,2.28,4.2,2.87,2.1,,,,3.6,2.95,2.25
2018/2019,2018-08-25 00:00:00,E2,England,League 1,A Haines,Doncaster,Portsmouth,0,0,D,0,0,D,2.69,3.4,2.69,2.7,3.4,2.75,,,,2.45,3.25,2.8
2018/2019,2018-08-25 00:00:00,E0,England,Premier League,M Oliver,Huddersfield,Cardiff,0,0,D,0,0,D,2.34,3.1,3.68,2.37,3.0,3.7,,,,2.25,3.1,3.5
2018/2019,2018-08-25 00:00:00,T1,Turkey,Futbol Ligi 1,,Kayserispor,Yeni Malatyaspor,0,0,D,0,0,D,2.12,3.26,3.84,2.04,3.1,4.0,,,,2.1,3.1,3.6
2018/2019,2018-08-25 00:00:00,I2,Italy,Serie B,,Salernitana,Palermo,0,0,D,0,0,D,3.07,2.93,2.68,3.2,3.0,2.4,,,,2.95,2.9,2.65
2018/2019,2018-08-25 00:00:00,F1,France,Le Championnat,,Montpellier,St Etienne,0,0,D,0,0,D,2.48,3.17,3.26,2.4,3.1,3.2,,,,2.4,3.1,3.2
2018/2019,2018-08-25 00:00:00,SP1,Spain,La Liga Primera Division,,Alaves,Betis,0,0,D,0,0,D,2.87,3.36,2.63,2.8,3.25,2.6,,,,2.65,3.3,2.6
2018/2019,2018-08-25 00:00:00,EC,England,Conference,D Bourne,Sutton,Fylde,0,0,D,0,0,D,2.18,3.65,3.23,2.1,3.6,3.25,,,,2.2,3.4,2.9
2018,2018-08-24 00:00:00,BRA,Brazil,Serie A,,Atletico-MG,Vasco,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-24 00:00:00,T1,Turkey,Futbol Ligi 1,,Rizespor,Erzurum BB,0,0,D,0,0,D,1.68,4.18,5.04,1.64,3.6,5.75,,,,1.62,3.75,5.0
2018/2019,2018-08-24 00:00:00,F2,France,Division 2,,Ajaccio,Lorient,0,0,D,0,0,D,2.89,3.09,2.74,2.7,3.2,2.62,,,,2.7,3.0,2.65
2018/2019,2018-08-24 00:00:00,F2,France,Division 2,,Grenoble,Chateauroux,0,0,D,0,0,D,1.97,3.33,4.42,1.85,3.0,5.0,,,,1.9,3.2,4.1
2018/2019,2018-08-21 00:00:00,E3,England,League 2,B Huxtable,Forest Green,Stevenage,0,0,D,0,0,D,2.37,3.25,3.29,2.35,3.4,3.25,,,,2.1,3.4,3.3
2018/2019,2018-08-21 00:00:00,E3,England,League 2,J Busby,Yeovil,Oldham,0,0,D,0,0,D,2.49,3.33,3.01,2.54,3.5,2.9,,,,2.4,3.4,2.8
2018/2019,2018-08-21 00:00:00,E3,England,League 2,T Bramall,Tranmere,Mansfield,0,0,D,0,0,D,2.68,3.34,2.78,2.7,3.4,2.8,,,,2.55,3.2,2.75
2018/2019,2018-08-21 00:00:00,E2,England,League 1,D Drysdale,Doncaster,Shrewsbury,0,0,D,0,0,D,2.07,3.24,4.14,2.04,3.3,4.2,,,,2.0,3.3,3.7
2018/2019,2018-08-20 18:00:00,DNK,Denmark,Superliga,,Horsens,Aalborg,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-20 17:00:00,POL,Poland,Ekstraklasa,,Slask Wroclaw,Pogon Szczecin,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-19 23:00:00,BRA,Brazil,Serie A,,America MG,Fluminense,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-19 17:00:00,FIN,Finland,Veikkausliiga,,Mariehamn,Honka,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-19 11:00:00,FIN,Finland,Veikkausliiga,,HJK,PS Kemi,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-19 00:00:00,ARG,Argentina,Primera Division,,River Plate,Belgrano,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-18 21:45:00,ARG,Argentina,Primera Division,,Argentinos Jrs,Godoy Cruz,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Granada,0,0,D,0,0,D,2.62,2.92,3.16,2.4,3.0,3.2,,,,2.55,3.0,3.0
2018/2019,2018-08-18 00:00:00,E3,England,League 2,R Lewis,Crewe,Milton Keynes Dons,0,0,D,0,0,D,3.04,3.46,2.38,3.2,3.4,2.37,,,,2.9,3.4,2.3
2018/2019,2018-08-18 00:00:00,T1,Turkey,Futbol Ligi 1,,Bursaspor,Kayserispor,0,0,D,0,0,D,2.6,3.1,3.0,2.5,3.2,2.87,,,,2.3,3.2,3.0
2018/2019,2018-08-18 00:00:00,E0,England,Premier League,C Pawson,Cardiff,Newcastle,0,0,D,0,0,D,3.25,3.12,2.54,3.25,3.1,2.54,,,,3.1,3.1,2.45
2018/2019,2018-08-18 00:00:00,E2,England,League 1,M Coy,Barnsley,AFC Wimbledon,0,0,D,0,0,D,1.61,4.07,5.82,1.66,4.0,5.75,,,,1.62,3.7,5.5
2018/2019,2018-08-18 00:00:00,E2,England,League 1,O Yates,Shrewsbury,Blackpool,0,0,D,0,0,D,2.27,3.09,3.63,2.2,3.4,3.6,,,,2.15,3.1,3.5
2018/2019,2018-08-18 00:00:00,SC2,Scotland,Division 2,J McKendrick,Forfar,Stranraer,0,0,D,0,0,D,2.1,4.15,3.02,2.1,3.5,3.3,,,,2.1,3.3,3.0
2018/2019,2018-08-18 00:00:00,F1,France,Le Championnat,,Monaco,Lille,0,0,D,0,0,D,1.53,4.56,6.5,1.5,4.33,6.5,,,,1.53,4.33,6.0
2018/2019,2018-08-17 00:00:00,SP1,Spain,La Liga Primera Division,,Girona,Valladolid,0,0,D,0,0,D,1.8,3.7,4.99,1.75,3.6,5.0,,,,1.75,3.5,5.25
2018/2019,2018-08-17 00:00:00,F2,France,Division 2,,Le Havre,Clermont,0,0,D,0,0,D,2.04,3.2,4.37,2.0,3.1,4.2,,,,2.0,3.1,3.9
2018/2019,2018-08-17 00:00:00,E1,England,Championship,D England,Birmingham,Swansea,0,0,D,0,0,D,3.12,3.35,2.45,3.1,3.3,2.5,,,,2.95,3.25,2.4
2018,2018-08-15 12:35:00,CHN,China,Super League,,Jiangsu Suning,Chongqing Lifan,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-15 12:35:00,CHN,China,Super League,,Tianjin Quanjian,Tianjin Teda,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-15 11:00:00,IPN,Japan,J-League,,Kawasaki Frontale,Sagan Tosu,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-13 18:00:00,SWE,Sweden,Allsvenskan,,Norrkoping,Hammarby,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-13 00:00:00,ARG,Argentina,Primera Division,,Huracan,River Plate,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-12 22:00:00,MEX,Mexico,Liga MX,,U.N.A.M.- Pumas,Pachuca,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-12 17:00:00,DNK,Denmark,Superliga,,Randers FC,Aarhus,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-12 17:00:00,NOR,Norway,Eliteserien,,Start,Ranheim,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-12 16:30:00,FIN,Finland,Veikkausliiga,,Lahti,Inter Turku,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-12 16:00:00,AUT,Greece,Bundesliga,,Rapid Vienna,Wolfsberger AC,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-12 15:00:00,SWZ,Switzerland,Super League,,Zurich,St. Gallen,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-12 00:00:00,D2,Germany,Bundesliga 2,,Erzgebirge Aue,Magdeburg,0,0,D,0,0,D,2.58,3.14,3.0,2.37,3.25,3.0,,,,2.35,3.2,3.1
2018/2019,2018-08-12 00:00:00,ARG,Argentina,Primera Division,,Belgrano,San Martin S.J.,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-12 00:00:00,E0,England,Premier League,G Scott,Southampton,Burnley,0,0,D,0,0,D,1.86,3.51,4.99,1.85,3.5,5.0,,,,1.8,3.5,4.75
2018/2019,2018-08-11 23:00:00,MEX,Mexico,Liga MX,,Lobos BUAP,Atlas,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-11 21:45:00,ARG,Argentina,Primera Division,,Patronato,Colon Santa FE,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-11 20:00:00,BRA,Brazil,Serie A,,Ceara,Atletico-PR,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-11 00:00:00,E2,England,League 1,L Swabey,AFC Wimbledon,Coventry,0,0,D,0,0,D,2.18,3.26,3.66,2.2,3.3,3.8,,,,2.05,3.25,3.6
2018/2019,2018-08-11 00:00:00,B1,Belgium,Jupiler League,,Standard,Cercle Brugge,0,0,D,0,0,D,1.46,4.4,7.73,1.44,4.33,7.0,,,,1.45,4.4,7.25
2018/2019,2018-08-11 00:00:00,E1,England,Championship,G Ward,Blackburn,Millwall,0,0,D,0,0,D,2.59,3.17,3.09,2.54,3.25,3.1,,,,2.35,3.3,3.1
2018/2019,2018-08-11 00:00:00,SC1,Scotland,Division 1,A Dallas,Inverness C,Ayr,0,0,D,0,0,D,1.85,3.95,4.09,1.8,3.6,4.33,,,,1.75,3.3,4.25
2018/2019,2018-08-11 00:00:00,SC0,Scotland,Premier League,G Duncan,Livingston,Kilmarnock,0,0,D,0,0,D,3.41,3.37,2.26,3.2,3.3,2.25,,,,3.2,3.2,2.25
2018/2019,2018-08-07 00:00:00,EC,England,Conference,D Bourne,Havant & Waterlooville,Boreham Wood,0,0,D,0,0,D,2.99,3.23,2.57,2.7,3.4,2.5,,,,2.65,3.25,2.45
2018/2019,2018-08-07 00:00:00,EC,England,Conference,M Edwards,Wrexham,Fylde,0,0,D,0,0,D,2.68,3.16,2.91,2.45,3.3,2.8,,,,2.45,3.2,2.7
2018/2019,2018-08-06 17:00:00,POL,Poland,Ekstraklasa,,Cracovia,Arka Gdynia,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-05 20:00:00,BRA,Brazil,Serie A,,America MG,Palmeiras,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-05 16:00:00,AUT,Greece,Bundesliga,,LASK,St. Polten,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-05 11:00:00,IPN,Japan,J-League,,Urawa,V-Varen Nagasaki,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-05 01:00:00,BRA,Brazil,Serie A,,Corinthians,Atletico-PR,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-08-04 20:00:00,BRA,Brazil,Serie A,,Botafogo RJ,Santos,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-04 19:30:00,POL,Poland,Ekstraklasa,,Legia,Lechia Gdansk,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-04 17:00:00,RUS,Russia,Premier League,,Lokomotiv Moscow,Spartak Moscow,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-08-04 00:00:00,E3,England,League 2,S Stockbridge,Notts County,Colchester,0,0,D,0,0,D,2.11,3.37,3.72,2.14,3.4,3.75,,,,2.0,3.4,3.6
2018/2019,2018-08-04 00:00:00,B1,Belgium,Jupiler League,,Antwerp,Kortrijk,0,0,D,0,0,D,1.85,3.68,4.39,1.83,3.4,4.5,,,,1.85,3.7,4.2
2018/2019,2018-08-04 00:00:00,EC,England,Conference,A Young,Aldershot,Barnet,0,0,D,0,0,D,2.67,3.37,2.77,2.5,3.5,2.62,,,,2.3,3.3,2.8
2018/2019,2018-08-04 00:00:00,E2,England,League 1,N Kinseley,Wycombe,Blackpool,0,0,D,0,0,D,2.61,3.39,2.76,2.6,3.4,2.9,,,,2.4,3.3,2.85
2018,2018-08-03 18:00:00,FIN,Finland,Veikkausliiga,,SJK,VPS,0,0,D,-1,-1,,,,,,,,,,,,,
